id;kode_obat;nama_obat;satuan;harga_satuan;komposisi;kategori;keterangan;created_at;updated_at;deleted_at 
1;ALKHP001;ABBOCATH 18;PCS;8.700;;Alat Kesehatan Habis Pakai;;;;
2;ALKHP002;ABBOCATH 20;PCS;8.700;;Alat Kesehatan Habis Pakai;;;;
3;ALKHP003;ABBOCATH 22;PCS;8.700;;Alat Kesehatan Habis Pakai;;;;
4;ALKHP004;ABBOCATH 24;PCS;8.700;;Alat Kesehatan Habis Pakai;;;;
5;ALKHP005;ABBOCATH 26 (NEOFLON);PCS;17.000;;Alat Kesehatan Habis Pakai;;;;
6;ALKHP006;ADHESIVE TAPE FOR STERILISATION;ROLL;64.648;;Alat Kesehatan Habis Pakai;;;;
7;ALKHP007;ALAT SUNTIK DISP 0,5 ML (DROPPING DINAS);PCS; - ;;Alat Kesehatan Habis Pakai;;;;
8;ALKHP008;ALAT SUNTIK DISP 20 ML;PCS;3.080;;Alat Kesehatan Habis Pakai;;;;
9;ALKHP009;ALAT SUNTIK DISP 3 ML;b ;1.099;;Alat Kesehatan Habis Pakai;;;;
10;ALKHP010;ALAT SUNTIK DISPOSIBLE 10 CC;FLS;1.308;;Alat Kesehatan Habis Pakai;;;;
11;ALKHP011;ALAT SUNTIK SEKALI PAKAI 1 ML;SET;;;Alat Kesehatan Habis Pakai;;;;
12;ALKHP012;ALAT SUNTIK SEKALI PAKAI 2,5 ML;SET;1.265;;Alat Kesehatan Habis Pakai;;;;
13;ALKHP013;ALAT SUNTIK SEKALI PAKAI 5 ML;SET;;;Alat Kesehatan Habis Pakai;;;;
14;ALKHP014;BISTURI;PCS;2.790;;Alat Kesehatan Habis Pakai;;;;
15;ALKHP015;CAT GUT 100 M;Roll;925.000;;Alat Kesehatan Habis Pakai;;;;
16;ALKHP016;CAT GUT CHROME NO. 3/0 HR 26 MM;SACH;32.800;;Alat Kesehatan Habis Pakai;;;;
17;ALKHP017;CAT GUT CHROME NO. 3/0 HR 30 MM;PCS;34.170;;Alat Kesehatan Habis Pakai;;;;
18;ALKHP018;CAT GUT PLAIN NO. 3/0 HR 26 MM;SACH;34.300;;Alat Kesehatan Habis Pakai;;;;
19;ALKHP019;CAT GUT SILK NO. 3/0 HR 26 MM;SAK;19.700;;Alat Kesehatan Habis Pakai;;;;
20;ALKHP020;CATETER NELATON;pcs;4.100;;Alat Kesehatan Habis Pakai;;;;
21;ALKHP021;FOLLEY CATHETER no 16;PCS;9.990;;Alat Kesehatan Habis Pakai;;;;
22;ALKHP022;INFUSION SET ANAK;SET;9.130;;Alat Kesehatan Habis Pakai;;;;
23;ALKHP023;INFUSION SET DEWASA;SET;7.295;;Alat Kesehatan Habis Pakai;;;;
24;ALKHP024;INHALER ROTACAPS;PCS;5.000;;Alat Kesehatan Habis Pakai;;;;
25;ALKHP025;JARUM AKUPUNTUR 20X15;BOX;51.700;;Alat Kesehatan Habis Pakai;;;;
26;ALKHP026;JARUM AKUPUNTUR 25X25;BOX;51.700;;Alat Kesehatan Habis Pakai;;;;
27;ALKHP027;JARUM AKUPUNTUR 22X15;BOX;51.700;;Alat Kesehatan Habis Pakai;;;;
28;ALKHP028;JARUM AKUPUNTUR 25X40;BOX;51.700;;Alat Kesehatan Habis Pakai;;;;
29;ALKHP029;JARUM AKUPUNTUR 25X50;BOX;51.700;;Alat Kesehatan Habis Pakai;;;;
30;ALKHP030;JARUM AKUPUNTUR 30X40;BOX;51.700;;Alat Kesehatan Habis Pakai;;;;
31;ALKHP031;JARUM JAHIT (BEDAH) KULIT NO.9 S/D 14;BH;27.000;;Alat Kesehatan Habis Pakai;;;;
32;ALKHP032;JARUM JAHIT (BEDAH) OTOT NO.9 S/D 14;BH;;;Alat Kesehatan Habis Pakai;;;;
33;ALKHP033;JARUM TINDIK;BOX;42.900;;Alat Kesehatan Habis Pakai;;;;
34;ALKHP034;KANTONG PLASTIK  KLIP ETIKET 13 x 8,7 CM;PACK;6.000;;Alat Kesehatan Habis Pakai;;;;
35;ALKHP035;KANTONG PLASTIK  KLIP ETIKET 15 x 10 CM;PACK;13.636;;Alat Kesehatan Habis Pakai;;;;
36;ALKHP036;KANTONG PLASTIK BINTANG;PAK 100 LMBR;10.000;;Alat Kesehatan Habis Pakai;;;;
37;ALKHP037;KANTONG PLASTIK KLIP;LB;136;;Alat Kesehatan Habis Pakai;;;;
38;ALKHP038;KANTONG PLASTIK KLIP ETIKET 7 x 10 CM ;PACK;6.000;;Alat Kesehatan Habis Pakai;;;;
39;ALKHP039;KAPAS PEMBALUT/ABSORBEN 250 GRAM;ROL;24.000;;Alat Kesehatan Habis Pakai;;;;
40;ALKHP040;KASA  5 x 75 CM;ROL;10.000;;Alat Kesehatan Habis Pakai;;;;
41;ALKHP041;KASA GULUNG  ± 40 YARD x 80 CM;ROL;135.000;;Alat Kesehatan Habis Pakai;;;;
42;ALKHP042;KASA KOMPRES 40/40 STERIL;ROL;4.600;;Alat Kesehatan Habis Pakai;;;;
43;ALKHP043;KASA PEMBALUT 2M X 80 CM;ROL;9.400;;Alat Kesehatan Habis Pakai;;;;
44;ALKHP044;KASA PEMBALUT 4M X 15 CM;ROL;3.800;;Alat Kesehatan Habis Pakai;;;;
45;ALKHP045;KASA PEMBALUT 4M X 3 CM;ROL;3.066;;Alat Kesehatan Habis Pakai;;;;
46;ALKHP046;KASA STERIL 16 x 16 CM;PACK;8.000;;Alat Kesehatan Habis Pakai;;;;
47;ALKHP047;KERTAS ECG (Versi lama - tidak dipakai lagi);ROL;90.000;;Alat Kesehatan Habis Pakai;;;;
48;ALKHP048;KERTAS PH;PAK;70.000;;Alat Kesehatan Habis Pakai;;;;
49;ALKHP049;KERTAS POWDER;PACK;13.636;;Alat Kesehatan Habis Pakai;;;;
50;ALKHP050;KERTAS PUYER;PAK;44.400;;Alat Kesehatan Habis Pakai;;;;
51;ALKHP051;LANCET;PCS;;;Alat Kesehatan Habis Pakai;;;;
52;ALKHP052;MASKER EARLOP (KARET);LBR;;;Alat Kesehatan Habis Pakai;;;;
53;ALKHP053;MASKER EARLOP 3 PLY;PCS;609;;Alat Kesehatan Habis Pakai;;;;
54;ALKHP054;MASKER N95;PCS;19.500;;Alat Kesehatan Habis Pakai;;;;
55;ALKHP055;MASKER NEBULIZER ANAK;PCS;16.000;;Alat Kesehatan Habis Pakai;;;;
56;ALKHP056;MASKER NEBULIZER DEWASA;PCS;16.000;;Alat Kesehatan Habis Pakai;;;;
57;ALKHP057;MASKER OKSIGEN ANAK (PEDIATRIK);PCS;11.200;;Alat Kesehatan Habis Pakai;;;;
58;ALKHP058;MASKER OKSIGEN DEWASA;PCS;11.200;;Alat Kesehatan Habis Pakai;;;;
59;ALKHP059;MASKER TIE ON (TALI);PCS;609;;Alat Kesehatan Habis Pakai;;;;
60;ALKHP060;MASKER WITH VISOR;PCS;;;Alat Kesehatan Habis Pakai;;;;
61;ALKHP061;MICROPORE 0,5 INCHI;PCS;9.685;;Alat Kesehatan Habis Pakai;;;;
62;ALKHP062;MICROPORE 1 INCHI;PCS;19.370;;Alat Kesehatan Habis Pakai;;;;
63;ALKHP063;MICROPORE 2 INCHI;PCS;32.934;;Alat Kesehatan Habis Pakai;;;;
64;ALKHP064;NEEDLE 18 ;PCS;311;;Alat Kesehatan Habis Pakai;;;;
65;ALKHP065;NEEDLE 24;PCS;311;;Alat Kesehatan Habis Pakai;;;;
66;ALKHP066;NEEDLE 27;PCS;560;;Alat Kesehatan Habis Pakai;;;;
67;ALKHP067;OKSIGEN NASAL CANUL DWS;PCS;4.000;;Alat Kesehatan Habis Pakai;;;;
68;ALKHP068;OKSIGEN NASAL CANULA PED;PCS;4.000;;Alat Kesehatan Habis Pakai;;;;
69;ALKHP069;PENENG BAYI (Biru n Pink);PCS;1.078;;Alat Kesehatan Habis Pakai;;;;
70;ALKHP070;PENJEPIT TALI PUSAT;PCS;2.750;;Alat Kesehatan Habis Pakai;;;;
71;ALKHP071;PLESTER 4X1.25;PCS;12.076;;Alat Kesehatan Habis Pakai;;;;
72;ALKHP072;PLESTER ANTI AIR UK. 10 CM X 5 M;ROLL;27.000;;Alat Kesehatan Habis Pakai;;;;
73;ALKHP073;POT PLASTIK 50 GRAM;POT;550;;Alat Kesehatan Habis Pakai;;;;
74;ALKHP074;POUCHES STERICLIN FLAT 15 CM/200M;ROLL;1.266.000;;Alat Kesehatan Habis Pakai;;;;
75;ALKHP075;POUCHES STERICLIN FLAT 20 CM/200M;ROLL;1.538.000;;Alat Kesehatan Habis Pakai;;;;
76;ALKHP076;POUCHES STERICLIN FLAT 5 CM/200M;ROLL;755.000;;Alat Kesehatan Habis Pakai;;;;
77;ALKHP077;POUCHES STERICLIN GUSSETS 20X5 CM/200M;ROLL;1.271.000;;Alat Kesehatan Habis Pakai;;;;
78;ALKHP078;ROTAHELER VENTOLIN ;BTL;6.550;;Alat Kesehatan Habis Pakai;;;;
79;ALKHP079;SARUNG TANGAN L (DROPPING DINAS);PCS;;;Alat Kesehatan Habis Pakai;;;;
80;ALKHP080;SARUNG TANGAN M (DROPPING DINAS);PCS;;;Alat Kesehatan Habis Pakai;;;;
81;ALKHP081;SARUNG TANGAN NITRIL UK. L;BOX;62.700;;Alat Kesehatan Habis Pakai;;;;
82;ALKHP082;SARUNG TANGAN NITRIL UK. M;BOX;109.000;;Alat Kesehatan Habis Pakai;;;;
83;ALKHP083;SARUNG TANGAN NITRIL UK. S;BOX;109.000;;Alat Kesehatan Habis Pakai;;;;
84;ALKHP084;SARUNG TANGAN OBGYN;PCS;13.500;;Alat Kesehatan Habis Pakai;;;;
85;ALKHP085;SARUNG TANGAN S (DROPPING DINAS);PCS;;;Alat Kesehatan Habis Pakai;;;;
86;ALKHP086;SARUNG TANGAN STERIL NO. 6,5;PCS;8.100;;Alat Kesehatan Habis Pakai;;;;
87;ALKHP087;SARUNG TANGAN STERIL NO. 7 (DROPPING DINAS);PCS;;;Alat Kesehatan Habis Pakai;;;;
88;ALKHP088;SARUNG TANGAN XS;PCS;462;;Alat Kesehatan Habis Pakai;;;;
89;ALKHP089;SENDOK OBAT PLASTIK 5 ML;buah;250;;Alat Kesehatan Habis Pakai;;;;
90;ALKHP090;URINE BAG;PCS;5.500;;Alat Kesehatan Habis Pakai;;;;
91;ALKHP091;VAGINA SPECULUM DISPOSSIBLE (UK. L);PCS;6.000;;Alat Kesehatan Habis Pakai;;;;
92;ALKHP092;VAGINA SPECULUM DISPOSSIBLE (UK. M);PCS;11.000;;Alat Kesehatan Habis Pakai;;;;
93;ALKHP093;VAGINA SPECULUM DISPOSSIBLE (UK. S);PCS;11.000;;Alat Kesehatan Habis Pakai;;;;
94;ALKHP094;WING NEEDLE 21;PCS;5.643;;Alat Kesehatan Habis Pakai;;;;
95;ALKHP095;WING NEEDLE 23;PCS;5.643;;Alat Kesehatan Habis Pakai;;;;
96;ALKHP096;WING NEEDLE 25;PCS;5.643;;Alat Kesehatan Habis Pakai;;;;
97;ALKHP097;WING NEEDLE 27;PCS;14.600;;Alat Kesehatan Habis Pakai;;;;
98;ALKHP098;POUCHES STERICLIN GUSSETS 25X6,5 CM/200M;ROLL;1.542.000;;Alat Kesehatan Habis Pakai;;;;
99;ALKHP099;POUCHES STERICLIN GUSSETS 15X5 CM/200M;ROLL;1.056.000;;Alat Kesehatan Habis Pakai;;;;
100;ALKHP100;PIPET OBAT 1ML;PCS;400;;Alat Kesehatan Habis Pakai;;;;
101;ALKHP101;PROSTOSCOPE;PCS;11.880;;Alat Kesehatan Habis Pakai;;;;
102;ALKHP102;GUEDAL AIRWAY NEONATAL;PCS;18.480;;Alat Kesehatan Habis Pakai;;;;
103;ALKHP103;GUEDAL AIRWAY 003;PCS;18.480;;Alat Kesehatan Habis Pakai;;;;
104;ALKHP104;STERIL COTTON SWAB STICK BIG HEAD;PCS;4.850;;Alat Kesehatan Habis Pakai;;;;
105;ALKHP105;POUCHES STERICLIN FLAT 7,5CM/200M;ROLL;705.000;;Alat Kesehatan Habis Pakai;;;;
106;ALKHP106;POUCHES STERICLIN FLAT 10CM/200M;ROLL;886.050;;Alat Kesehatan Habis Pakai;;;;
107;ALKHP107;POUCHES STERICLIN GUSSETS 25X5CM/200M;ROLL;1.401.818;;Alat Kesehatan Habis Pakai;;;;
108;ALKHP108;MASKER OKSIGEN INFANT;Pcs;9.500;;Alat Kesehatan Habis Pakai;;;;
109;ALKHP109;NASAL CANULE OKSIGEN INFANT;Pcs;5.600;;Alat Kesehatan Habis Pakai;;;;
110;ALKHP110;MASKER NEBULIZER INFANT;Pcs;28.300;;Alat Kesehatan Habis Pakai;;;;
111;ALKHP111;ALAT SUNTIK DISP. 0,05 ML (DROPPING DINAS);Pcs; - ;;Alat Kesehatan Habis Pakai;;;;
112;ALKHP112;CREPES (UNIFLEX) 4,5MX10CM;ROL;21.406;;Alat Kesehatan Habis Pakai;;;;
113;ALKHP113;RESUSITATOR DEWASA;SET;459.998;;Alat Kesehatan Habis Pakai;;;;
114;ALKHP114;RESUSITATOR ANAK;SET;459.998;;Alat Kesehatan Habis Pakai;;;;
115;ALKHP115;RESUSITATOR BAYI;SET;459.998;;Alat Kesehatan Habis Pakai;;;;
116;ALKHP116;ARM SLING UK. S;PCS;15.840;;Alat Kesehatan Habis Pakai;;;;
117;ALKHP117;ARM SLING UK. M;PCS;15.840;;Alat Kesehatan Habis Pakai;;;;
118;ALKHP118;ARM SLING UK. L;PCS;15.840;;Alat Kesehatan Habis Pakai;;;;
119;ALKHP119;APRON ONE NEW;PACK;2.959;;Alat Kesehatan Habis Pakai;;;;
120;ALKHP120;WINGED & PORTED IV CATH NO.22;PCS;14.590;;Alat Kesehatan Habis Pakai;;;;
121;ALKHP121;WINGED & PORTED IV CATH NO.24;PCS;15.180;;Alat Kesehatan Habis Pakai;;;;
122;ALKHP122;WINGED & PORTED IV CATH NO.26;PCS;15.400;;Alat Kesehatan Habis Pakai;;;;
123;ALKHP123;WINGED & PORTED IV CATH NO.20;PCS;14.590;;Alat Kesehatan Habis Pakai;;;;
124;ALKHP124;WINGED & PORTED IV CATH NO.18;PCS;14.590;;Alat Kesehatan Habis Pakai;;;;
125;ALKHP125;ALAT SUNTIK DISP 50 ML;PCS;7.742;;Alat Kesehatan Habis Pakai;;;;
126;ALKHP126;ENDOTRACHEAL UNCUFFED 2.0;Pcs;9.600;;Alat Kesehatan Habis Pakai;;;;
127;ALKHP127;ENDOTRACHEAL UNCUFFED 3.0;Pcs;25.000;;Alat Kesehatan Habis Pakai;;;;
128;ALKHP128;ENDOTRACHEAL UNCUFFED 6.5;Pcs;13.100;;Alat Kesehatan Habis Pakai;;;;
129;ALKHP129;ENDOTRACHEAL UNCUFFED 7.0;pcs;13.100;;Alat Kesehatan Habis Pakai;;;;
130;ALKHP130;ENDOTRACHEAL UNCUFFED 7.5;pcs;13.100;;Alat Kesehatan Habis Pakai;;;;
131;ALKHP133;SAFETY BOX Uk 12,5 L (DROPPING DINAS);pcs; - ;;Alat Kesehatan Habis Pakai;;;;
132;ALKHP134;SAFETY BOX Uk 5 L (DROPPING DINAS);pcs; - ;;Alat Kesehatan Habis Pakai;;;;
133;ALKHP135;SAFETY BOX Uk 2,5 L (DROPPING DINAS);pcs; - ;;Alat Kesehatan Habis Pakai;;;;
134;ALKHP136;SPUIT 5ml (DROPPING DINAS);pcs; - ;;Alat Kesehatan Habis Pakai;;;;
135;ALKHP137;SEGEL PLASTIK NOMOR;pcs;1.100;;Alat Kesehatan Habis Pakai;;;;
136;BMHP001;ALKOHOL / ETANOL 70% 100 ML;BTL;3.000;;Barang Medis Habis Pakai;;;;
137;BMHP002;ALKOHOL / ETANOL 70% BOTOL 1 LITER;BTL;27.500;;Barang Medis Habis Pakai;;;;
138;BMHP003;ALKOHOL SWAB;PCS;;;Barang Medis Habis Pakai;;;;
139;BMHP004;BIOPLACENTON TULLE;PCS;6.900;;Barang Medis Habis Pakai;;;;
140;BMHP005;CAIRAN ALKACIDE (HIGH LEVEL DISINFECTAN, 1L);BTL;2.925.000;;Barang Medis Habis Pakai;;;;
141;BMHP006;CAIRAN ALKAZYME (PAK @25 SACHET 25 MG);PAK;801.000;;Barang Medis Habis Pakai;;;;
142;BMHP007;ETAKRIDIN (RIVANOL) LARUTAN 0.1 % 300ML;BTL;2.992;;Barang Medis Habis Pakai;;;;
143;BMHP008;HANDRUB BTL 500 ML;BOTOL;65.500;;Barang Medis Habis Pakai;;;;
144;BMHP009;HANDRUB ISI ULANG (5L) (dropping dinas);GALON;;;Barang Medis Habis Pakai;;;;
145;BMHP010;HANDSCRUB BOTOL 500ML (LIFO SCRUB);BOTOL;90.000;;Barang Medis Habis Pakai;;;;
146;BMHP011;HYDROGEN PEROKSIDA (H2O2);BTL;20.700;;Barang Medis Habis Pakai;;;;
147;BMHP012;JELLY USG / AQUAGEL;SACHET;2.566;;Barang Medis Habis Pakai;;;;
148;BMHP013;JELLY USG / AQUAGEL;TUBE 82 GR;11.000;;Barang Medis Habis Pakai;;;;
149;BMHP014;LISOL;BTL;30.000;;Barang Medis Habis Pakai;;;;
150;BMHP015;POVIDON IODIN 60 ML;BOTOL;3.700;;Barang Medis Habis Pakai;;;;
151;BMHP016;YODIUM POVIDON LARUTAN 10%  1 LT ;BTL;79.250;;Barang Medis Habis Pakai;;;;
152;BMHP017;YODIUM POVIDON LARUTAN 10% 30 ML;BTL;6.800;;Barang Medis Habis Pakai;;;;
153;BMHP018;YODIUM POVIDON LARUTAN 10% 300 ML ;BTL;21.000;;Barang Medis Habis Pakai;;;;
154;BMHP019;YODIUM POVIDON SALEP;tube;16.798;;Barang Medis Habis Pakai;;;;
155;BMHP020;SALISIL SPIRITUS 10 %;BTL;5.600;;Barang Medis Habis Pakai;;;;
156;BMHP021;WASH GLOVES TISSUE;pax/4 pcs;6.500;;Barang Medis Habis Pakai;;;;
157;BMHP022;CAIRAN DISINFEKTAN (SEPTALKAN);BOTOL;166.016;;Barang Medis Habis Pakai;;;;
158;BMHP023;SOFTAMAN 1L;BOTOL;143.000;;Barang Medis Habis Pakai;;;;
159;BMHP024;BOWIE N DICK TEST SHEET;BOX;;;Barang Medis Habis Pakai;;;;
160;BMHP025;PHARMAFIX 10X500CM;ROL;30.000;;Barang Medis Habis Pakai;;;;
161;BMHP026;UNDERPAD;BUAH ;7.900;;Barang Medis Habis Pakai;;;;
162;BMHP027;MASKER NRM CHILD;BUAH ;18.000;;Barang Medis Habis Pakai;;;;
163;BMHP028;MASKER NRM ADULT ;BUAH ;17.270;;Barang Medis Habis Pakai;;;;
164;BMHP029;OXYCAN ;BOTOL;49.000;;Barang Medis Habis Pakai;;;;
165;OBMHPL1;STOMAC TUBE no 18;BUAH ;15.000;;;;;;
166;OBMHPL2;POUCHES STERICLIN FLAT 15 CM/200M;ROLL;1.271.000;;;;;;
167;OBMHPL3;SEPTALKAN WIPES (Meliseptol Tissue);PACK ;142.000;;;;;;
168;OBMHPL4; 3T PAPER Thermal CTG (RB);BOX;572.000;;;;;;
169;OBMHPL5;Endo KERTAS EKG (p24);PACK ;297.000;;;;;;
170;OBMHPL6;Paper Bag;BUAH;1.150;;;;;;
171;OBMHPL7;Amplop Obat 10 cm x 15 cm (putih);BUAH;250;;;;;;
172;OBMHPL8;Amplop Obat 13 cm x 15 cm (putih);BUAH ;250;;;;;;
173;OBMHPL9;Amplop Biru 13 cm x 9 cm;BUAH;250;;;;;;
174;OBMHPL10;PLAIN SWAB STERIL;BUAH ;1300;;;;;;
175;OBMHPL11;INDICATORS STRIPS STEAM;BUAH ;470.000;;;;;;
176;OBMHPL12;SUCTION CATHETER NO. 06;Pcs;4.200;;;;;;
177;OBMHPL13;SUCTION CATHETER NO. 08;Pcs;4.200;;;;;;
178;OBMHPL14;SUCTION CATHETER NO. 10;Pcs;4.200;;;;;;
179;OBMHPL15;Self Adhesive Dressing Non Woven iv canula;Pcs;1.378;;;;;;
180;OBMHPL16;Alkohol 96% 20 Liter;Jerigen;550.000;;;;;;
181;OBMHPL17;Aquadest 20 Liter;Jerigen;137.500;;;;;;
182;OBMHPL18;Desinfektan C100 20 Liter;Jerigen;518.100;;;;;;
183;OBMHPL19;ENDOTRACHEAL UNCUFFED 5;PCS;13100;;;;;;
184;OBMHPL20;PHARMACOLL;PCS;25300;;;;;;
185;OBMHPL21;PHARMA ALGI-F;PCS;26000;;;;;;
186;OBMHPL22;HYDROGEN PEROKSIDA 5 Liter;botol;103200;;;;;;
187;OBMHPL23;Gliserol 1 Liter;botol;39600;;;;;;
188;OBMHPL24;ENDOTRACHEAL UNCUFFED 2.5;PCS;25000;;;;;;
189;OBMHPL25;ENDOTRACHEAL UNCUFFED 3.5;PCS;25000;;;;;;
190;OBMHPL26;ENDOTRACHEAL CUFFED 3.0;PCS;12540;;;;;;
191;OBMHPL27;ENDOTRACHEAL CUFFED 3.5;PCS;12540;;;;;;
192;OBMHPL28;FEEDING TUBE 3.5;BUAH ;5940;;;;;;
193;OBMHPL29;FEEDING TUBE 5;BUAH ;14080;;;;;;
194;OBMHPL30;FEEDING TUBE 8;BUAH ;14080;;;;;;
195;OBMHPL31;TARAZYM 1 L (Alkazym);BOTOL;801000;;;;;;
196;OBMHPL32;GLUDETAN 1 L (Alkacyd);BOTOL;1650000;;;;;;
197;OBMHPL33;ADS 0,3ML;pcs;1267;;;;;;
198;OBMHPL34;CLETIRA (Septalkan Spray);BOTOL;160.875;;;;;;
